city,date,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3,Parti_matt
Gurugram,15-11-2022,5,5180.36,16.09,157.65,0.08,34.33,421.6,515.47,19.51,937.07
Gurugram,16-11-2022,5,4486.08,95.67,174.11,0,43.87,259.27,327.75,125.65,587.02
Gurugram,17-11-2022,5,988.01,0,31.53,50.07,6.26,67.87,86.26,23.56,154.13
Gurugram,18-11-2022,5,894.55,0,29.47,55.79,6.56,54.23,69.28,22.55,123.51
Gurugram,19-11-2022,5,2269.74,42.02,68.55,0,7.33,107.31,137.85,31.41,245.16
Gurugram,20-11-2022,5,2349.85,19,61.69,0.04,5.07,161.39,195.65,27.87,357.04
Gurugram,21-11-2022,5,1001.36,0.01,32.56,32.54,4.29,82.41,99.54,26.6,181.95
Gurugram,22-11-2022,5,921.25,0,33.24,45.42,4.47,63.04,81.79,23.05,144.83
Gurugram,23-11-2022,5,921.25,0,37.01,36.12,4.89,50.15,65.93,23.31,116.08
Gurugram,24-11-2022,4,667.57,0,24.33,60.08,3.99,41.32,55.01,20.52,96.33
Gurugram,25-11-2022,5,1949.31,27.05,62.38,0.01,5.96,131.06,174.02,42.05,305.08
Gurugram,26-11-2022,5,1548.77,0.29,60.32,13.95,5.72,129.96,164.3,27.61,294.26
Gurugram,27-11-2022,5,1201.63,0,39.07,35.05,3.07,143.58,180.37,24.07,323.95
Gurugram,28-11-2022,5,1842.5,8.83,63.06,0.38,4.05,175.8,226.56,22.8,402.36
Gurugram,29-11-2022,5,2857.21,19,85,0.07,9.18,257.04,307.8,30.4,564.84
Gurugram,30-11-2022,5,1869.2,4.02,73.34,1.99,3.28,210.92,240.23,11.78,451.15
Gurugram,1/12/2022,5,1949.31,0.21,60.32,17.34,4.35,240.57,269.88,8.23,510.45
Gurugram,2/12/2022,5,2189.64,19.67,58.26,0.04,6.2,251.62,294.23,26.35,545.85
Gurugram,3/12/2022,5,2536.77,32.19,120.64,0.01,13.83,223.21,270.71,71.94,493.92
Gurugram,4/12/2022,5,1695.63,8.38,73.34,0.43,5.9,155.19,182.07,40.02,337.26
Gurugram,5/12/2022,5,1708.98,4.47,51.41,1.05,2.29,258.65,286.78,11.15,545.43
Gurugram,6/12/2022,5,1815.8,5.36,63.75,1.9,3.22,229.66,268.45,7.98,498.11
Gurugram,7/12/2022,5,974.66,0,16.45,87.26,4.59,174.03,196.87,13.3,370.9
Gurugram,8/12/2022,5,921.25,0,20.05,74.39,4.59,166.58,206.19,10.77,372.77
Gurugram,9/12/2022,5,2777.1,46.49,56.89,0,4.41,252.91,328.86,16.72,581.77
Gurugram,11/12/2022,5,974.66,0.15,22.62,18.6,3.04,100.09,116.32,6.52,216.41
Gurugram,12/12/2022,5,1041.41,0.04,34.27,22.35,3.67,88.56,110.92,16.72,199.48
Gurugram,13-12-2022,5,1094.82,0.01,35.99,31.83,4.59,94.53,113.65,25.59,208.18
Gurugram,14-12-2022,5,794.41,0,16.62,75.82,5.01,74.32,87.08,19.25,161.4
Gurugram,15-12-2022,5,961.3,0,34.62,38.98,4.17,70.78,89.65,23.31,160.43
Gurugram,16-12-2022,4,700.95,0,29.47,45.78,6.79,45.37,60.28,19.25,105.65
Gurugram,17-12-2022,5,1895.9,48.73,45.24,0,8.11,142.86,192,28.37,334.86
Gurugram,18-12-2022,5,1482.01,8.83,56.21,0.4,6.85,122.79,157.49,40.02,280.28
Gurugram,19-12-2022,5,2269.74,19.22,61.69,0.08,4.89,229.77,267.35,10.77,497.12
Gurugram,20-12-2022,5,2269.74,21.46,70.6,0.06,4.17,270.35,316.87,11.53,587.22
Gurugram,21-12-2022,5,2296.45,36.66,52.09,0,3.58,260.67,308.53,10.26,569.2
Gurugram,22-12-2022,5,2616.88,0.47,73.34,17.7,6.68,368.07,406.67,7.16,774.74
Gurugram,23-12-2022,5,2990.72,2.37,67.86,4.65,7.75,400.39,439.54,6.08,839.93
Gurugram,24-12-2022,5,2429.96,0,56.89,47.92,25.99,365.37,398.21,6.27,763.58
Gurugram,25-12-2022,5,1014.71,0,19.88,52.93,2.56,138.21,151.45,4.81,289.66
Gurugram,26-12-2022,5,1495.36,0.11,27.42,28.97,2.5,229.67,247.31,6.21,476.98
Gurugram,27-12-2022,5,1695.63,0,41.13,40.05,3.73,266.9,290.92,5.07,557.82
Gurugram,28-12-2022,5,934.6,0,15.94,91.55,3.99,160.13,173.82,11.27,333.95
Gurugram,29-12-2022,5,1281.74,0,27.76,66.52,5.66,278.53,307.17,8.61,585.7
Gurugram,30-12-2022,5,1762.39,0,49.35,40.77,17.17,247.74,276.91,6.46,524.65
Gurugram,31-12-2022,5,4913.33,69.74,113.79,0,23.13,501.8,579.34,24.07,1081.14
Gurugram,1/1/2023,5,1001.36,0.01,29.82,32.54,2.29,104.57,121.05,5.76,225.62
Gurugram,2/1/2023,5,2269.74,21.9,80.88,0.03,6.74,141.72,166.91,22.29,308.63
Gurugram,3/1/2023,5,10681.15,218.15,122.01,0,37.19,1038.76,1181.37,21.03,2220.13
Gurugram,4/1/2023,5,1441.96,0,24.68,61.51,3.87,200.15,215.58,4.5,415.73
Gurugram,5/1/2023,5,2216.34,1.4,59.63,6.08,4.23,283.42,318.9,7.79,602.32
Gurugram,6/1/2023,5,3204.35,36.66,61.69,0.01,4.11,362.63,407.99,10.77,770.62
Gurugram,7/1/2023,5,3791.81,59.01,54.84,0,4.89,361.63,412.14,10.51,773.77
Gurugram,8/1/2023,5,1255.04,0,18.51,64.37,2.56,215.94,227.74,3.7,443.68
Gurugram,9/1/2023,5,1976.01,0.24,47.98,16.27,3.25,241.25,267.77,7.22,509.02
Gurugram,10/1/2023,5,2349.85,20.56,48.67,0.13,3.1,300.16,327.61,5.89,627.77
Gurugram,11/1/2023,5,1455.31,0,24.33,67.95,5.3,290.46,308.11,3.36,598.57
Gurugram,12/1/2023,5,2002.72,0,44.55,59.37,11.8,321.82,346.11,3.58,667.93
Gurugram,13-01-2023,5,1335.14,0,29.82,42.2,12.64,266.76,285.19,3.39,551.95
Gurugram,14-01-2023,5,7263.18,261.07,68.55,0,23.84,529.8,563.91,34.45,1093.71
Gurugram,15-01-2023,5,841.14,0,14.39,91.55,6.38,101.81,114.73,9.75,216.54
Gurugram,16-01-2023,4,787.73,0,26.39,56.51,2.62,59.46,72.53,17.23,131.99
Gurugram,17-01-2023,5,1255.04,0.35,51.41,13.77,3.7,90.58,115.64,8.36,206.22
Gurugram,18-01-2023,5,1842.5,9.61,67.86,0.58,4.53,148.51,182.23,16.21,330.74
Gurugram,19-01-2023,5,2403.26,35.32,64.43,0,4.53,205.38,251.07,23.81,456.45
Gurugram,20-01-2023,5,5180.36,69.74,165.88,0,100.14,539.84,589.67,6.65,1129.51
Gurugram,21-01-2023,5,1949.31,21.01,52.78,0.01,10.85,159.44,193.14,7.22,352.58
Gurugram,22-01-2023,5,2269.74,16.32,66.49,0.17,7.57,218.81,253.59,6.9,472.4
Gurugram,23-01-2023,5,3845.21,39.34,80.2,0,22.65,329.74,395.68,20.01,725.42
Gurugram,24-01-2023,5,1255.04,0.38,54.15,22.71,5.3,123.75,142.48,7.66,266.23
Gurugram,25-01-2023,5,3898.62,59.9,63.06,0,14.54,257.24,293.77,9.12,551.01
Gurugram,26-01-2023,5,1308.44,0,26.39,39.34,7.87,212.84,235.36,6.65,448.2
Gurugram,27-01-2023,5,707.63,0,19.02,67.95,7.87,75.79,85.32,17.73,161.11
Gurugram,28-01-2023,5,814.44,0,20.91,82.25,9.3,94.4,106.09,16.97,200.49
Gurugram,29-01-2023,5,1548.77,0.31,71.29,15.2,7.39,116.99,136.44,27.87,253.43
Gurugram,30-01-2023,5,947.95,0,43.87,75.1,50.07,131.81,134.51,0.4,266.32
Gurugram,31-01-2023,5,1708.98,32.19,47.3,0.01,10.01,112.37,137.37,33.94,249.74
Gurugram,1/2/2023,4,627.52,0,12.68,77.25,5.66,73.65,81.52,5.32,155.17
Gurugram,2/2/2023,5,854.49,0,16.62,88.69,10.61,103.87,116.3,16.21,220.17
Gurugram,3/2/2023,5,881.2,0,20.91,68.66,4.05,90.94,114.82,17.48,205.76
Gurugram,4/2/2023,5,1348.5,1.33,47.98,6.79,3.7,125.71,165.19,11.78,290.9
Gurugram,5/2/2023,5,841.14,0,18.85,62.23,2.71,114.86,137.22,15.96,252.08
Gurugram,6/2/2023,5,1735.69,0.05,71.97,21.64,10.85,186.41,223.45,38,409.86
Gurugram,7/2/2023,5,3097.53,13.08,69.92,0.07,10.73,277.15,339.16,16.09,616.31
Gurugram,8/2/2023,4,741,0,20.73,76.53,9.18,67.16,83.6,19.25,150.76
Gurugram,9/2/2023,5,1708.98,2.15,63.75,4.69,4.95,141.1,174.24,27.61,315.34
Gurugram,10/2/2023,5,734.33,0,19.88,51.5,2.74,77.94,98.28,11.65,176.22
Gurugram,11/2/2023,5,2269.74,0.35,66.49,13.95,6.02,236.6,284.46,8.36,521.06
Gurugram,12/2/2023,5,1308.44,0.01,32.9,31.83,9.42,248.68,292.31,26.6,540.99
Gurugram,13-02-2023,3,540.73,0,11.48,88.69,7.39,40.62,49.07,19.51,89.69
Gurugram,14-02-2023,3,527.38,0,9.08,115.87,5.78,34.9,43.06,14.44,77.96
Gurugram,15-02-2023,5,801.09,0,22.62,61.51,5.3,76.75,105.75,22.8,182.5
Gurugram,16-02-2023,5,1068.12,0,25.7,72.96,7.63,155.83,195.45,19.76,351.28
Gurugram,17-02-2023,5,3898.62,51.86,65.12,0,13.11,397.13,466.89,16.72,864.02
Gurugram,18-02-2023,5,2750.4,3.69,69.92,2.39,6.44,494.16,550.77,14.44,1044.93
Gurugram,19-02-2023,5,1375.2,0,41.81,87.26,5.54,228.35,258.77,22.8,487.12
Gurugram,20-02-2023,5,1348.5,0.13,46.61,21.1,2.56,195.9,235.2,13.05,431.1
Gurugram,21-02-2023,5,741,0,20.91,55.79,3.81,113.76,131.24,22.04,245
Gurugram,22-02-2023,5,2269.74,0,50.72,61.51,17.4,316.3,365.16,13.55,681.46
Gurugram,23-02-2023,5,1815.8,0,49.35,40.77,14.78,182.76,216.85,21.53,399.61
Gurugram,25-02-2023,5,1508.71,7.38,32.56,0.55,2.26,146.77,174.62,21.53,321.39
Gurugram,26-02-2023,5,5126.95,16.54,142.57,0.03,48.16,420.54,509.78,44.58,930.32
Gurugram,27-02-2023,5,5073.55,24.36,117.9,0.04,35.29,442.94,536.67,28.12,979.61
Gurugram,28-02-2023,5,3177.64,49.17,54.15,0,16.21,204.33,279.9,30.15,484.23
Gurugram,1/3/2023,5,2162.93,0.11,87.05,11.27,53.41,132.11,178.25,28.88,310.36
Gurugram,2/3/2023,5,1428.6,0.02,45.24,23.6,7.09,109.11,139.66,18.75,248.77
Gurugram,3/3/2023,5,1949.31,6.37,61.69,0.78,8.94,125.63,165.03,22.55,290.66
Gurugram,4/3/2023,3,767.71,0,25.02,42.2,5.6,36.68,52.43,18.49,89.11
Gurugram,5/3/2023,4,781.06,0.48,19.19,12.52,2.56,52.24,63.51,9.75,115.75
Gurugram,6/3/2023,3,827.79,0,24.33,42.92,10.13,49.16,62.4,20.27,111.56
Gurugram,7/3/2023,5,1482.01,5.2,52.09,0.8,5.78,77.76,104.84,29.64,182.6
Gurugram,8/3/2023,5,1682.28,0.06,70.6,20.56,15.26,87.69,111.68,32.17,199.37
Gurugram,9/3/2023,4,1014.71,0.03,31.53,25.03,2.71,62.37,77.19,18.24,139.56
Gurugram,10/3/2023,4,754.36,0,22.28,47.21,3.55,52.67,64.85,16.72,117.52
Gurugram,11/3/2023,5,1588.82,11.4,50.72,0.16,3.93,103.9,133.08,30.4,236.98
Gurugram,12/3/2023,5,1121.52,0,43.18,68.66,11.09,98.76,118.98,40.53,217.74
Gurugram,13-03-2023,5,3685,6.09,106.93,0.56,27.18,258.88,333.41,26.35,592.29
Gurugram,14-03-2023,5,1842.5,29.06,45.24,0,6.62,147.8,196.6,35.97,344.4
Gurugram,15-03-2023,5,1976.01,15.2,60.32,0.02,9.78,128.86,170.32,35.97,299.18
Gurugram,16-03-2023,4,1268.39,6.54,54.15,0.69,4.47,58.26,87.33,34.45,145.59
Gurugram,17-03-2023,4,1161.58,0.01,38.04,23.96,12.04,66.26,92.3,24.83,158.56
Gurugram,18-03-2023,5,1468.66,2.85,65.8,3.35,3.43,93.25,117.2,16.47,210.45
Gurugram,19-03-2023,4,1108.17,0.14,31.53,13.05,3.49,74.16,96.36,8.74,170.52
Gurugram,20-03-2023,5,2456.67,50.07,58.95,0,12.99,124.36,169.59,61.81,293.95
Gurugram,21-03-2023,5,1976.01,18.78,72.66,0,29.56,138.99,153.84,11.78,292.83
Gurugram,22-03-2023,5,6675.72,91.2,89.11,0,15.97,469.38,587.07,11.15,1056.45
Gurugram,23-03-2023,5,2056.12,16.54,50.72,0.03,4.05,145.51,177.1,18.75,322.61
Gurugram,24-03-2023,5,3337.86,60.8,62.38,0,11.92,170.04,230.02,31.41,400.06
Gurugram,25-03-2023,5,1241.68,0,40.44,75.82,35.76,108.18,117.42,2.56,225.6
Gurugram,26-03-2023,5,3097.53,0.03,135.72,16.81,123.98,343.19,379.06,3.01,722.25
Gurugram,27-03-2023,5,2056.12,0.34,58.95,9.75,12.76,127.88,175.69,22.55,303.57
Gurugram,28-03-2023,5,1789.09,0,53.47,32.19,14.66,129.85,160.91,20.01,290.76
Gurugram,29-03-2023,5,2964.02,3.52,97.33,1.5,24.56,177.67,240.24,26.85,417.91
Gurugram,30-03-2023,5,5661.01,54.99,171.36,0,100.14,506.61,577.05,27.11,1083.66
Gurugram,31-03-2023,5,1949.31,5.53,71.29,0.86,9.18,128.82,159.59,16.21,288.41
Gurugram,1/4/2023,5,3738.4,51.41,100.08,0,31.95,279.68,314.94,17.48,594.62
Gurugram,2/4/2023,5,4753.11,30.85,116.53,0,19.31,359.33,442.24,21.79,801.57
Gurugram,3/4/2023,5,2349.85,7.15,63.06,0.61,9.54,129.15,167.71,17.99,296.86
Gurugram,4/4/2023,5,1735.69,0,51.41,57.22,45.78,141.28,186.22,24.83,327.5
Gurugram,5/4/2023,3,700.95,0,19.54,65.09,7.87,42.92,61.67,20.27,104.59
Gurugram,6/4/2023,4,1028.06,0,35.64,66.52,30.52,50.23,70.19,21.03,120.42
Gurugram,7/4/2023,4,947.95,0,28.1,65.09,16.45,51.98,72.32,22.29,124.3
Gurugram,8/4/2023,3,801.09,0,22.96,72.96,9.3,39.79,55.87,21.28,95.66
Gurugram,9/4/2023,4,1081.47,0.01,38.04,25.39,9.89,50.17,71.38,23.81,121.55
Gurugram,10/4/2023,4,1068.12,0,34.62,38.98,13.23,54.92,74.97,22.8,129.89
Gurugram,11/4/2023,3,620.84,0,17.99,85.12,10.61,39.66,51.24,18.75,90.9
Gurugram,12/4/2023,3,473.98,0,8.57,110.15,8.94,39.16,59.01,16.09,98.17
Gurugram,13-04-2023,2,453.95,0,16.28,38.62,3.4,12.39,24.04,18.24,36.43
Gurugram,14-04-2023,5,1081.47,0,37.7,60.08,15.5,75.1,111.82,24.07,186.92
Gurugram,15-04-2023,5,2029.42,8.16,80.88,0.09,19.79,96.04,147.64,29.64,243.68
Gurugram,16-04-2023,5,1762.39,0,87.74,24.32,23.6,88.96,147.15,52.18,236.11
Gurugram,17-04-2023,4,1174.93,0.05,56.89,16.45,12.64,57.82,97.92,78.02,155.74
Gurugram,18-04-2023,5,2269.74,11.96,100.08,0.05,21.7,82.91,135.94,52.18,218.85
Gurugram,19-04-2023,5,2670.29,22.13,111.04,0,31.47,99.33,178.21,64.34,277.54
Gurugram,20-04-2023,4,1308.44,0.01,67.17,21.46,56.27,65.51,100.86,20.27,166.37
Gurugram,21-04-2023,3,1041.41,0,48.67,33.62,60.56,43.66,67.81,21.28,111.47
Gurugram,22-04-2023,4,1081.47,0,39.41,75.82,47.21,61.67,96.5,21.28,158.17
Gurugram,23-04-2023,4,1028.06,0,44.55,61.51,43.87,51.07,76.22,20.52,127.29
Gurugram,24-04-2023,5,2056.12,2.71,83.63,3.35,24.8,117.09,156.91,48.64,274
Gurugram,25-04-2023,3,567.44,0,13.71,98.71,11.09,30.49,39.89,16.72,70.38
Gurugram,26-04-2023,5,3524.78,6.65,141.2,1.08,51.5,202.57,257.48,46.61,460.05
Gurugram,27-04-2023,5,5767.82,69.74,143.95,0,74.39,303.66,403.56,40.53,707.22
Gurugram,28-04-2023,5,3845.21,19.89,101.45,0.01,27.42,237.53,287.45,39.01,524.98
Gurugram,29-04-2023,4,1054.76,0,33.24,50.78,6.44,67.37,80.94,22.29,148.31
Gurugram,30-04-2023,3,974.66,0,37.36,50.78,7.33,36.21,53.98,42.05,90.19
Gurugram,1/5/2023,5,881.2,0,16.62,72.24,16.45,77.52,84.78,8.74,162.3
Gurugram,2/5/2023,3,894.55,0,21.93,55.79,5.13,48.05,61.77,7.03,109.82
Gurugram,3/5/2023,3,1001.36,0,26.73,27.18,6.26,35.7,50.87,6.78,86.57
Gurugram,4/5/2023,5,3898.62,39.79,113.79,0,36.72,225.11,278.65,69.92,503.76
Gurugram,5/5/2023,5,8117.68,29.5,235.8,0,47.21,688.79,806.94,45.6,1495.73
Gurugram,6/5/2023,5,1655.58,0,54.84,32.9,6.02,106.93,125.94,25.33,232.87
Gurugram,7/5/2023,5,1495.36,0.15,47.3,13.59,6.85,79.71,104.23,30.15,183.94
Gurugram,8/5/2023,5,1068.12,0,14.39,164.51,28.85,132.61,156.81,20.27,289.42
Gurugram,9/5/2023,4,881.2,0,28.1,65.8,16.69,54.85,87.62,20.01,142.47
Gurugram,10/5/2023,4,988.01,0,31.87,87.98,29.56,55.17,76.83,22.55,132
Gurugram,11/5/2023,4,1482.01,0,54.15,49.35,22.89,63.57,90.13,24.32,153.7
Gurugram,12/5/2023,5,4112.24,29.5,119.27,0,50.54,183.05,257.39,35.46,440.44
Gurugram,13-05-2023,5,2883.91,0,69.92,84.4,82.97,249.01,306.01,31.41,555.02
Gurugram,14-05-2023,5,1241.68,0,41.47,53.64,22.17,75.69,118.63,22.29,194.32
Gurugram,15-05-2023,5,2750.4,0.27,93.22,7.69,42.44,149.66,203.45,29.64,353.11
Gurugram,16-05-2023,5,2964.02,7.49,109.67,0.17,59.13,140.52,211.9,28.12,352.42
Gurugram,17-05-2023,3,380.52,0,9.6,76.53,4.35,28.12,71.23,15.58,99.35
Gurugram,18-05-2023,2,367.16,0,8.74,94.41,4.11,23.02,47.46,11.15,70.48
Gurugram,19-05-2023,4,687.6,0,16.79,117.3,11.44,55.18,91.3,17.48,146.48
Gurugram,20-05-2023,5,1361.85,0,47.98,47.21,16.45,85.68,131.58,25.84,217.26
Gurugram,21-05-2023,4,1375.2,0,52.09,31.83,20.27,65.64,103.91,25.08,169.55
Gurugram,22-05-2023,4,714.3,0,30.5,26.82,7.45,44.05,117.61,23.56,161.66
Gurugram,23-05-2023,4,787.73,0.72,35.64,8.94,6.38,41.22,111.52,20.77,152.74
Gurugram,24-05-2023,5,2029.42,15.42,77.46,0.02,28.85,81.64,164.66,33.94,246.3
Gurugram,25-05-2023,5,1976.01,0,80.2,27.18,61.99,172.4,209.08,20.52,381.48
Guwahati,30-11-2020,4,390.53,0.18,1.65,110.15,2.5,31.88,35.6,4.94,67.48
Guwahati,1/12/2020,5,747.68,0.6,16.11,5.36,2.71,52.15,72.62,6.27,124.77
Guwahati,2/12/2020,5,907.9,7.94,14.74,0.09,3.7,63.91,94.99,10.13,158.9
Guwahati,3/12/2020,5,947.95,8.72,15.94,0.1,3.55,71.61,102.58,7.85,174.19
Guwahati,4/12/2020,5,707.63,0.91,16.97,3.09,3.52,54.41,73.82,5.57,128.23
Guwahati,5/12/2020,5,847.82,10.17,13.71,0.15,4.35,56.79,77.58,9.75,134.37
Guwahati,6/12/2020,5,694.28,0.1,13.71,13.59,2.59,50.24,60.63,7.79,110.87
Guwahati,7/12/2020,5,714.3,0.81,13.02,3,2.89,57.16,71.85,6.59,129.01
Guwahati,8/12/2020,5,794.41,1.84,12.85,1.63,2.38,75.78,94.89,5.57,170.67
Guwahati,9/12/2020,5,1001.36,14.75,9.08,0.02,2.77,79.13,111.73,5.38,190.86
Guwahati,10/12/2020,5,1735.69,24.36,24.68,0.01,7.27,138.14,168.92,7.54,307.06
Guwahati,11/12/2020,5,1575.47,6.87,33.24,0.14,5.6,137,165.02,6.08,302.02
Guwahati,12/12/2020,5,1068.12,11.18,19.71,0.09,3.58,77.44,104.62,6.4,182.06
Guwahati,13-12-2020,5,974.66,0.01,15.25,19.13,4.65,75.13,88.05,5.13,163.18
Guwahati,14-12-2020,5,1255.04,8.05,22.96,0.17,4.77,104.17,109.68,8.23,213.85
Guwahati,15-12-2020,5,961.3,1.93,13.71,1.74,2.77,91.66,114.52,7.6,206.18
Guwahati,16-12-2020,5,1228.33,22.58,9.85,0,9.89,106.71,140.28,27.87,246.99
Guwahati,17-12-2020,5,1428.6,7.94,20.56,0.31,5.13,118.6,138.17,7.22,256.77
Guwahati,18-12-2020,5,1815.8,30.4,15.25,0.01,4.77,158.04,186.94,7.22,344.98
Guwahati,19-12-2020,5,988.01,0,15.59,28.61,6.08,135.09,154.07,8.23,289.16
Guwahati,20-12-2020,5,714.3,0.24,14.74,9.3,2.09,76.03,90.46,6.52,166.49
Guwahati,21-12-2020,5,707.63,0.76,16.11,5.19,1.85,51.1,64.51,5.13,115.61
Guwahati,22-12-2020,5,814.44,5.7,13.02,0.09,2.27,59.84,83.22,4.81,143.06
Guwahati,23-12-2020,5,1495.36,24.14,24.33,0.01,22.89,111.47,142.03,54.21,253.5
Guwahati,24-12-2020,5,974.66,15.87,14.4,0.03,9.66,83.81,119.06,28.37,202.87
Guwahati,25-12-2020,5,1108.17,19,16.62,0.02,16.45,84.88,115.37,46.61,200.25
Guwahati,26-12-2020,5,1041.41,5.09,17.82,0.52,6.2,89.7,109.64,12.67,199.34
Guwahati,27-12-2020,5,1068.12,15.65,16.11,0.02,12.04,90.37,117.94,34.45,208.31
Guwahati,28-12-2020,5,934.6,12.18,11.48,0.05,3.1,88.54,117.25,9.88,205.79
Guwahati,29-12-2020,5,1695.63,27.27,31.87,0,28.85,131.96,167.93,69.92,299.89
Guwahati,30-12-2020,5,1028.06,17.66,12.51,0.01,10.13,86.84,120.08,31.16,206.92
Guwahati,31-12-2020,5,1054.76,17.43,15.08,0.01,15.26,82.64,114.02,46.61,196.66
Guwahati,1/1/2021,5,974.66,14.98,9.85,0.01,2.83,85.56,115.96,6.08,201.52
Guwahati,2/1/2021,5,947.95,13.41,11.48,0.03,2.65,88.94,124.9,6.9,213.84
Guwahati,3/1/2021,5,834.47,9.16,10.97,0.11,2.21,80.62,106.32,6.59,186.94
Guwahati,4/1/2021,5,674.25,0.57,15.94,5.81,1.97,56.4,71.42,5.95,127.82
Guwahati,5/1/2021,5,907.9,13.08,10.28,0.01,3.04,71.27,103.53,7.22,174.8
Guwahati,6/1/2021,5,1295.09,18.11,25.36,0.02,21.94,103.98,144.61,64.34,248.59
Guwahati,7/1/2021,5,1842.5,18.33,21.94,0.02,5.42,172.15,206.7,9.25,378.85
Guwahati,8/1/2021,5,907.9,1.16,21.25,3.76,2.74,81.12,104.69,6.59,185.81
Guwahati,9/1/2021,5,1415.25,23.25,22.96,0,20.27,135.02,176.04,59.28,311.06
Guwahati,10/1/2021,5,1602.17,13.3,26.39,0.06,5.36,141.89,165.66,8.61,307.55
Guwahati,11/1/2021,4,647.54,0.01,12.17,26.46,2.38,44.95,52,5.07,96.95
Guwahati,12/1/2021,5,714.3,0.05,13.71,14.84,2.68,55.25,62.7,4.24,117.95
Guwahati,13-01-2021,5,761.03,0.08,14.4,13.77,2.77,64.12,72.97,4.94,137.09
Guwahati,14-01-2021,5,1361.85,21.91,13.37,0.01,9.78,124.6,146.96,28.37,271.56
Guwahati,15-01-2021,5,1361.85,21.46,18.34,0.01,11.33,125.78,159.32,32.42,285.1
Guwahati,16-01-2021,5,1268.39,2.77,22.62,1.54,4.77,127.68,148.93,7.16,276.61
Guwahati,17-01-2021,5,1335.14,18.33,17.31,0.01,4.71,141.59,169.58,13.43,311.17
Guwahati,18-01-2021,5,827.79,4.25,13.88,0.53,2.68,76.33,96.83,9.88,173.16
Guwahati,19-01-2021,5,1134.87,1.27,19.71,2.28,5.31,89.09,100.86,6.02,189.95
Guwahati,20-01-2021,5,1068.12,1.15,20.05,3.35,3.52,94.09,103.17,7.98,197.26
Guwahati,21-01-2021,4,554.09,0,7.45,33.26,2.83,38.64,40.48,2.57,79.12
Guwahati,22-01-2021,5,947.95,0.49,16.62,5.72,2.65,72.83,85.29,6.02,158.12
Guwahati,23-01-2021,5,894.55,0.2,16.62,10.73,2.47,66.08,83.78,4.5,149.86
Guwahati,24-01-2021,5,1308.44,9.39,12.34,0.13,2.59,116.25,133.51,3.86,249.76
Guwahati,25-01-2021,5,947.95,6.99,12.17,0.27,2.21,92.26,118.28,6.21,210.54
Guwahati,26-01-2021,5,1054.76,15.2,8.82,0.01,5.48,87.88,112.24,15.96,200.12
Guwahati,27-01-2021,5,1228.33,5.92,21.08,1.59,4.47,102.77,123.39,6.08,226.16
Guwahati,28-01-2021,5,781.06,6.48,9.25,0.39,6.32,67.28,83.57,17.48,150.85
Guwahati,29-01-2021,5,1148.22,15.2,18.85,0.04,12.16,102.42,139.61,35.97,242.03
Guwahati,30-01-2021,5,734.33,0,10.28,30.76,3.79,70.97,81.54,3.96,152.51
Guwahati,31-01-2021,5,947.95,0,9.08,52.21,3.87,178.16,190.3,4.31,368.46
Guwahati,1/2/2021,5,1468.66,4.08,18.68,0.82,5.72,226.97,245.39,15.07,472.36
Guwahati,2/2/2021,5,1668.93,7.6,19.02,0.32,6.08,223.12,254.49,11.15,477.61
Guwahati,3/2/2021,5,1789.09,20.12,30.5,0.02,23.6,201.96,238.13,54.72,440.09
Guwahati,4/2/2021,5,1735.69,17.66,46.61,0.03,26.7,138.01,178.21,69.92,316.22
Guwahati,5/2/2021,5,1214.98,9.84,29.13,0.16,16.21,96.04,137.78,52.69,233.82
Guwahati,6/2/2021,5,1321.79,13.64,24.33,0.05,4.83,98.33,131.74,14.69,230.07
Guwahati,7/2/2021,5,620.84,0,7.28,52.21,3.64,57.19,64.14,5.38,121.33
Guwahati,8/2/2021,5,741.01,0,12.17,38.27,4.47,54.13,63.5,4.37,117.63
Guwahati,9/2/2021,5,1041.41,0.41,23.31,9.21,5.54,83.77,103.71,11.65,187.48
Guwahati,10/2/2021,5,1642.23,9.16,25.02,0.14,5.66,153.04,187.2,9.12,340.24
Guwahati,11/2/2021,5,1148.22,0,17.82,37.19,5.84,138.06,157.98,6.9,296.04
Guwahati,12/2/2021,5,1495.36,5.14,29.13,1.43,6.38,139.53,166.34,8.99,305.87
Guwahati,13-02-2021,5,2296.45,19.67,57.58,0.02,28.61,190.33,239.28,61.81,429.61
Guwahati,14-02-2021,5,1121.52,0.08,19.71,16.99,4.41,114.03,131.76,7.66,245.79
Guwahati,15-02-2021,5,1001.36,0,15.59,33.98,4.47,119.51,134.45,6.97,253.96
Guwahati,16-02-2021,5,1428.6,9.61,36.33,0.16,12.64,184.54,233.77,35.47,418.31
Guwahati,17-02-2021,5,1495.36,10.51,28.1,0.32,6.08,194.41,224.78,12.29,419.19
Guwahati,18-02-2021,5,934.6,0.68,22.62,6.17,3.34,73.18,95.17,8.74,168.35
Guwahati,19-02-2021,4,680.92,0.01,15.25,26.82,3.19,36.12,48.72,12.92,84.84
Guwahati,20-02-2021,5,1268.39,13.97,24.68,0.03,7.75,80.34,125.23,31.67,205.57
Guwahati,21-02-2021,5,1041.41,0,18.17,31.11,4.53,81.51,94.47,7.98,175.98
Guwahati,22-02-2021,5,1214.98,0.2,23.31,11.09,5.07,103.9,123.97,11.65,227.87
